date,adj_close,close,high,low,name,open,volume
2011-12-12,189.52000427246094,189.52000427246094,191.14999389648438,187.6300048828125,Amazon,190.02999877929688,4343200.0
2011-12-13,180.50999450683594,180.50999450683594,189.67999267578125,178.5,Amazon,188.55999755859375,9297300.0
2011-12-14,180.2100067138672,180.2100067138672,180.75,170.25,Amazon,179.0,11614200.0
2011-12-15,181.25999450683594,181.25999450683594,184.8000030517578,179.52999877929688,Amazon,182.0500030517578,7259900.0
2011-12-16,181.25999450683594,181.25999450683594,184.41000366210938,180.30999755859375,Amazon,182.4199981689453,6664100.0
2011-12-19,179.3300018310547,179.3300018310547,183.1699981689453,179.0,Amazon,182.0,4533600.0
2011-12-20,182.52000427246094,182.52000427246094,183.1699981689453,180.5399932861328,Amazon,182.69000244140625,4600100.0
2011-12-21,174.35000610351562,174.35000610351562,183.5,172.49000549316406,Amazon,181.9199981689453,8066700.0
2011-12-22,179.02999877929688,179.02999877929688,179.6699981689453,174.2100067138672,Amazon,175.08999633789062,4694900.0
2011-12-23,177.27999877929688,177.27999877929688,179.67999267578125,175.60000610351562,Amazon,179.22000122070312,3496500.0
2011-12-27,176.27000427246094,176.27000427246094,178.58999633789062,176.16000366210938,Amazon,177.72999572753906,2950900.0
2011-12-28,173.88999938964844,173.88999938964844,176.64999389648438,172.27999877929688,Amazon,176.38999938964844,3659500.0
2011-12-29,173.86000061035156,173.86000061035156,174.5500030517578,166.97000122070312,Amazon,169.6199951171875,8209300.0
2011-12-30,173.10000610351562,173.10000610351562,175.1699981689453,172.49000549316406,Amazon,173.36000061035156,4279800.0
2012-01-03,179.02999877929688,179.02999877929688,179.47999572753906,175.5500030517578,Amazon,175.88999938964844,5110800.0
2012-01-04,177.50999450683594,177.50999450683594,180.5,176.07000732421875,Amazon,179.2100067138672,4205200.0
2012-01-05,177.61000061035156,177.61000061035156,178.25,174.0500030517578,Amazon,175.94000244140625,3809100.0
2012-01-06,182.61000061035156,182.61000061035156,184.64999389648438,177.5,Amazon,178.07000732421875,7008400.0
2012-01-09,178.55999755859375,178.55999755859375,184.3699951171875,177.0,Amazon,182.75999450683594,5056900.0
2012-01-10,179.33999633789062,179.33999633789062,182.39999389648438,177.10000610351562,Amazon,181.10000610351562,3985800.0
2012-01-11,178.89999389648438,178.89999389648438,180.77000427246094,178.19000244140625,Amazon,179.63999938964844,3102700.0
2012-01-12,175.92999267578125,175.92999267578125,179.49000549316406,175.75,Amazon,179.4199981689453,5385800.0
2012-01-13,178.4199981689453,178.4199981689453,178.8000030517578,173.5,Amazon,175.80999755859375,4753500.0
2012-01-17,181.66000366210938,181.66000366210938,183.3000030517578,178.50999450683594,Amazon,180.14999389648438,5644500.0
2012-01-18,189.44000244140625,189.44000244140625,190.25,181.1199951171875,Amazon,181.94000244140625,7473500.0
2012-01-19,194.4499969482422,194.4499969482422,195.94000244140625,190.36000061035156,Amazon,190.8800048828125,7096000.0
2012-01-20,190.92999267578125,190.92999267578125,192.89999389648438,189.0399932861328,Amazon,190.7100067138672,5610300.0
2012-01-23,186.08999633789062,186.08999633789062,191.72999572753906,185.22999572753906,Amazon,190.7899932861328,4585300.0
2012-01-24,187.0,187.0,188.41000366210938,183.82000732421875,Amazon,185.0,4673800.0
2012-01-25,187.8000030517578,187.8000030517578,188.1699981689453,184.61000061035156,Amazon,186.99000549316406,4306400.0
2012-01-26,193.32000732421875,193.32000732421875,194.85000610351562,188.72999572753906,Amazon,189.3000030517578,5873600.0
2012-01-27,195.3699951171875,195.3699951171875,196.5,192.3300018310547,Amazon,193.08999633789062,4659000.0
2012-01-30,192.14999389648438,192.14999389648438,195.0,190.1300048828125,Amazon,193.67999267578125,5424100.0
2012-01-31,194.44000244140625,194.44000244140625,195.6300048828125,189.6999969482422,Amazon,194.0,12772200.0
2012-02-01,179.4600067138672,179.4600067138672,179.9499969482422,172.0,Amazon,173.80999755859375,21336600.0
2012-02-02,181.72000122070312,181.72000122070312,181.94000244140625,176.8000030517578,Amazon,179.64999389648438,8736300.0
2012-02-03,187.67999267578125,187.67999267578125,187.89999389648438,181.88999938964844,Amazon,182.8300018310547,8120500.0
2012-02-06,183.13999938964844,183.13999938964844,186.55999755859375,182.9199981689453,Amazon,186.27999877929688,5310000.0
2012-02-07,184.19000244140625,184.19000244140625,184.94000244140625,182.05999755859375,Amazon,182.64999389648438,5103900.0
